;F.O.;Tiempo (s);Dev (%);#Best;;;;;;;;;;;;
Constructivo;9991,045668;0,0001965;4,23%;6;;;;;;;;;;;;
Aleatorio;11472,90531;0,0000875;9,04%;302;;;;;;;;;;;;
Grasp;10811,10655;0,0638433;2,66%;692;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;Constructivo;;;;Aleatorio;;;;;Grasp;;;;;;
Nombre de la instancia;F.O.;Tiempo (s);Dev (%);#Best;Nombre de la instancia;F.O.;Tiempo (s);Dev (%);#Best;Nombre de la instancia;F.O.;Tiempo (s);Dev (%);#Best;;Best
pmed11v3.10.2.txt;12196,22513;0,001693;0,00%;1;Ran0pmed11v3.10.2.txt;14505,98654;0,0004953;18,94%;0;Grasp0pmed11v3.10.2.txt;13112,64748;0,1220524;7,51%;0;;12196,22513
;;;;0;Ran1pmed11v3.10.2.txt;17979,46671;0,0004794;40,91%;0;Grasp1pmed11v3.10.2.txt;12759,54003;0,0584112;0,00%;1;;12759,54003
;;;;0;Ran2pmed11v3.10.2.txt;14446,34975;0,0005099;16,11%;0;Grasp2pmed11v3.10.2.txt;12441,59894;0,0645843;0,00%;1;;12441,59894
;;;;0;Ran3pmed11v3.10.2.txt;13820,43396;0,0007474;11,18%;0;Grasp3pmed11v3.10.2.txt;12430,60058;0,1001003;0,00%;1;;12430,60058
;;;;0;Ran4pmed11v3.10.2.txt;15453,75855;0,0013835;16,84%;0;Grasp4pmed11v3.10.2.txt;13225,92653;0,1030423;0,00%;1;;13225,92653
;;;;0;Ran5pmed11v3.10.2.txt;11707,90774;0,0004806;0,00%;1;Grasp5pmed11v3.10.2.txt;13071,81939;0,0440703;11,65%;0;;11707,90774
;;;;0;Ran6pmed11v3.10.2.txt;15212,81307;0,0005748;6,64%;0;Grasp6pmed11v3.10.2.txt;14265,09104;0,0359255;0,00%;1;;14265,09104
;;;;0;Ran7pmed11v3.10.2.txt;13799,14423;0,0005122;2,40%;0;Grasp7pmed11v3.10.2.txt;13476,32464;0,0390326;0,00%;1;;13476,32464
;;;;0;Ran8pmed11v3.10.2.txt;13351,59354;0,000475;0,00%;1;Grasp8pmed11v3.10.2.txt;14813,9263;0,0400947;10,95%;0;;13351,59354
;;;;0;Ran9pmed11v3.10.2.txt;12211,95435;0,0004743;0,00%;1;Grasp9pmed11v3.10.2.txt;13943,54776;0,0389443;14,18%;0;;12211,95435
;;;;0;Ran10pmed11v3.10.2.txt;16692,67901;0,0004799;42,14%;0;Grasp10pmed11v3.10.2.txt;11743,90011;0,0413124;0,00%;1;;11743,90011
;;;;0;Ran11pmed11v3.10.2.txt;12738,15403;0,000487;0,00%;1;Grasp11pmed11v3.10.2.txt;14088,85246;0,0421549;10,60%;0;;12738,15403
;;;;0;Ran12pmed11v3.10.2.txt;12444,90743;0,0005327;5,74%;0;Grasp12pmed11v3.10.2.txt;11769,76888;0,0464238;0,00%;1;;11769,76888
;;;;0;Ran13pmed11v3.10.2.txt;13986,29308;0,0004722;4,47%;0;Grasp13pmed11v3.10.2.txt;13388,24015;0,0422555;0,00%;1;;13388,24015
;;;;0;Ran14pmed11v3.10.2.txt;18342,6897;0,0008139;34,15%;0;Grasp14pmed11v3.10.2.txt;13673,15376;0,040362;0,00%;1;;13673,15376
;;;;0;Ran15pmed11v3.10.2.txt;12608,19157;0,0006483;0,00%;1;Grasp15pmed11v3.10.2.txt;13253,55436;0,0405723;5,12%;0;;12608,19157
;;;;0;Ran16pmed11v3.10.2.txt;16660,74951;0,0005269;27,17%;0;Grasp16pmed11v3.10.2.txt;13101,11297;0,040738;0,00%;1;;13101,11297
;;;;0;Ran17pmed11v3.10.2.txt;13750,15731;0,0005076;10,23%;0;Grasp17pmed11v3.10.2.txt;12473,97182;0,0419277;0,00%;1;;12473,97182
;;;;0;Ran18pmed11v3.10.2.txt;13590,27054;0,0005245;0,00%;1;Grasp18pmed11v3.10.2.txt;16210,97785;0,0421511;19,28%;0;;13590,27054
;;;;0;Ran19pmed11v3.10.2.txt;14898,36839;0,0008346;11,83%;0;Grasp19pmed11v3.10.2.txt;13322,38144;0,0419514;0,00%;1;;13322,38144
